# SPT ID	RA	DEC	S/N (95 GHz)	S_raw (95 GHz) [mJy]	S_best (95 GHz) [mJy]	dS_up (95 GHz) [mJy]	dS_down (95 GHz) [mJy]	S/N (150 GHz)	S_raw (150 GHz) [mJy]	S_best (150 GHz) [mJy]	dS_up (150 GHz) [mJy]	dS_down (150 GHz) [mJy]	S/N (220 GHz)	S_raw (220 GHz) [mJy]	S_best (220 GHz) [mJy]	dS_up (220 GHz) [mJy]	dS_down (220 GHz) [mJy]	alpha(95,150)_raw	alpha(95,150)_best	d_alpha(95,150)_up	d_alpha(95,150)_down	alpha(150,220)_raw	alpha(150,220)_best	d_alpha(150,220)_up	d_alpha(150,220)_down	P[alpha(150,220)>1.51]	Type	External catalogs	Extended	Redshift	Cut selection
SPT-SJ225400-5812.7	343.50006	-58.212879	3.9695300	8.7208800	8.01231	10.2361	5.72308	8.4920500	7.8901100	7.55446	8.53556	6.57336	2.6015200	6.9508800	6.18092	8.79719	3.95710	-0.21006900	-0.160000	0.640000	-0.760000	-0.34897000	-0.560000	0.480000	-1.88000	0.0360928	sync	4,8	no	0.176405	1,2
SPT-SJ225400-5025.1	343.50137	-50.419308	9.4869700	19.525000	19.2565	21.3067	17.2064	12.861500	12.841700	12.6668	13.6919	11.4953	4.9316200	14.105900	13.3990	16.4742	10.4703	-0.87920700	-0.960000	-0.640000	-1.24000	0.25851600	0.160000	0.800000	-0.560000	0.0382643	sync	1,3,5	no	none	1,2
SPT-SJ225411-4030.6	343.54623	-40.510250	5.8064000	13.109000	12.0439	14.3052	9.68427	4.3093000	5.6695300	5.25999	6.53811	4.17849	0.74304000	3.6753700	4.17849	7.71792	2.40878	-1.7588300	-1.84000	-1.20000	-2.48000	-1.1934600	-0.680000	1.12000	-2.24000	0.143435	sync	1,4	no	none	1,2
SPT-SJ225413-4837.1	343.55765	-48.619900	0.0000000	-0.98635900	0.957306	1.87299	0.541086	4.7452200	5.8652400	4.45355	5.95195	2.37245	2.4889400	11.099200	7.78331	12.4450	3.03841	32.702100	3.32000	4.48000	1.60000	1.7561900	1.84000	3.44000	-0.320000	0.627803	dust	none	no	none	1,2,3
SPT-SJ225421-4520.9	343.58951	-45.348446	1.6303500	3.5349400	2.72645	4.83724	1.31925	6.6235300	8.3765300	7.82754	9.23474	6.59624	5.0264400	23.453300	22.2513	27.1765	17.3261	1.8103400	2.36000	3.92000	1.04000	2.8348200	2.92000	3.72000	2.12000	0.968857	dust	1,2,4,6	no	0.0100120	1
SPT-SJ225422-4827.4	343.59363	-48.457729	4.9437200	10.408500	4.02028	8.46992	0.0390319	1.0141200	1.2542200	1.52224	2.84933	0.0390319	0.054235100	0.24397100	1.05386	3.31771	0.117096	-4.4403900	-1.96000	2.36000	-2.80000	-4.5078800	0.0800000	2.76000	-2.04000	0.339566	sync	none	no	none	1,2
SPT-SJ225423-5148.7	343.59897	-51.811817	26.576700	60.666000	60.7418	63.0168	58.0119	46.301000	45.334800	45.2720	47.0920	43.4520	13.200200	37.673900	37.5371	40.7221	34.3521	-0.61127100	-0.640000	-0.520000	-0.760000	-0.50967200	-0.520000	-0.280000	-0.800000	1.70977e-14	sync	1,3,4,5,8	no	none	1,2
SPT-SJ225436-4139.6	343.65228	-41.660645	44.747400	100.14500	100.270	102.523	97.2658	47.957300	62.474400	62.7158	64.2180	60.4625	10.029300	48.860200	48.4451	53.7028	42.4364	-0.99013600	-1.04000	-0.960000	-1.12000	-0.67676800	-0.720000	-0.400000	-1.08000	1.68823e-14	sync	1,3,5	no	1.76500	1,2
SPT-SJ225443-4203.1	343.68246	-42.053078	4.0049800	8.9520100	8.22466	10.5074	5.94190	5.2898400	6.9064400	6.07618	7.48612	4.66624	1.5252900	7.4237300	5.74048	9.63460	3.05487	-0.54436500	-0.680000	0.200000	-1.48000	0.19886700	-0.0400000	1.64000	-1.88000	0.235474	sync	1,5	no	none	1,2
SPT-SJ225445-4202.6	343.68823	-42.044807	6.7462100	15.114000	13.8860	16.0397	11.6189	3.6129000	4.7122300	4.93094	5.95114	4.02410	2.7756100	13.399000	11.0521	16.1531	5.95114	-2.4455600	-2.36000	-1.80000	-2.80000	2.8773300	2.28000	3.48000	0.440000	0.734628	dust	1	no	none	1,2
SPT-SJ225450-4819.0	343.71024	-48.317295	3.3546800	7.0505600	6.15970	8.39959	3.86087	4.7828500	5.9258000	4.98081	6.39548	3.44825	1.7519000	7.8592700	5.51131	9.04798	2.74092	-0.36467700	-0.520000	0.640000	-1.52000	0.77749200	0.520000	2.28000	-1.52000	0.358337	sync	1	no	none	1,2
SPT-SJ225457-5925.9	343.74026	-59.431831	68.293500	136.69100	136.862	139.937	133.786	101.38100	91.269700	90.7286	93.8042	87.6531	25.646000	68.665100	68.1746	72.2754	65.0991	-0.84754300	-0.920000	-0.800000	-1.00000	-0.78354900	-0.800000	-0.640000	-1.00000	2.98931e-31	sync	1,3,5	no	none	1,2
SPT-SJ225458-5001.6	343.74326	-50.027302	4.7302500	9.7683600	8.31532	10.4399	6.04417	3.8711700	3.8561400	3.62650	4.57892	2.74735	0.97528500	2.9285000	2.89388	5.23828	1.64841	-1.9503900	-1.88000	-1.04000	-2.56000	-0.75767000	-0.640000	1.12000	-2.20000	0.143167	sync	1,5	no	none	1,2
SPT-SJ225458-4222.4	343.74329	-42.374741	6.7171000	15.008000	14.6891	16.9403	12.4379	7.1395100	9.2552300	8.72340	10.0741	7.37268	1.1770300	5.7151800	5.90940	9.73644	3.77076	-1.0143400	-1.16000	-0.680000	-1.64000	-1.3273000	-1.08000	0.360000	-2.36000	0.0457364	sync	1,5	no	none	1,2
SPT-SJ225515-4153.7	343.81567	-41.896187	1.5827400	3.5625000	2.66102	4.90810	1.36008	6.1497600	8.0153100	7.39172	8.81093	5.97251	3.2384900	15.769000	13.6599	18.6271	8.45613	1.7015500	2.24000	3.88000	0.880000	1.8631900	1.76000	2.84000	0.360000	0.667436	dust	none	no	none	1,2,3
SPT-SJ225530-4243.3	343.87796	-42.722126	4.2291200	9.3860500	8.81203	11.0473	6.49081	5.3008200	6.9064400	6.23290	7.60843	4.77139	2.3744600	11.462800	8.89800	13.3685	4.59945	-0.64371600	-0.760000	0.0400000	-1.56000	1.3950200	1.12000	2.56000	-0.800000	0.476208	sync	1,5	no	none	1,2
SPT-SJ225546-4238.6	343.94168	-42.644650	2.1012400	4.6970300	3.71821	5.90539	1.67684	6.5012700	8.4567200	7.94675	9.25906	6.63445	4.0477800	19.441600	17.8620	22.8196	12.7586	1.2339000	1.72000	3.40000	0.560000	2.2920700	2.32000	3.20000	1.24000	0.845994	dust	2,4,6	no	0.00570400	1
SPT-SJ225550-5245.7	343.96121	-52.762154	20.839300	46.650700	46.3591	48.8083	44.2598	30.020100	29.311400	29.2150	30.6145	27.8155	7.2722400	20.911000	20.4680	23.6169	17.3191	-0.97513200	-1.04000	-0.880000	-1.20000	-0.92982300	-1.00000	-0.600000	-1.48000	1.52486e-11	sync	1,3,5	no	0.550000	1,2
SPT-SJ225603-5509.9	344.01532	-55.165352	2.2269800	4.7511200	3.59842	5.84457	1.58147	6.5395200	6.1119700	5.29449	6.30297	4.28602	0.0000000	-2.8416700	2.49827	3.50674	1.90235	0.52851200	0.840000	2.72000	-0.360000	-43.023700	-2.16000	-1.16000	-2.80000	0.00186670	sync	1,4,8	no	none	1,2
SPT-SJ225611-4216.8	344.04926	-42.280556	5.8838100	13.137700	12.7600	14.9277	10.4937	6.0243700	7.8389200	7.24216	8.62162	5.86270	2.3089500	11.238100	9.01575	13.8439	4.77884	-1.0835700	-1.24000	-0.680000	-1.84000	0.99178600	0.640000	2.00000	-1.16000	0.351736	sync	1	no	none	1,2
SPT-SJ225612-5133.2	344.05182	-51.553955	4.2053300	9.5257600	8.93961	11.2671	6.50635	9.4390600	9.2610800	9.04541	9.99756	7.98747	4.9050600	14.105900	13.3830	16.3452	10.4207	-0.059128800	0.0400000	0.760000	-0.560000	1.1585400	1.12000	1.80000	0.360000	0.447669	sync	1	no	none	1,2
SPT-SJ225615-4344.9	344.06635	-43.749046	5.8434700	12.817900	11.4880	13.6991	9.27696	3.4799500	4.4630400	4.37411	5.52772	3.50890	1.2177700	5.7386400	4.56638	8.60402	2.25915	-2.2137900	-2.20000	-1.52000	-2.72000	0.69217600	0.0800000	1.96000	-1.92000	0.282534	sync	1	no	none	1,2
SPT-SJ225615-5130.7	344.06644	-51.512360	5.8215600	13.364500	12.8800	15.1854	10.5747	6.9881100	6.8314100	6.26461	7.36718	5.26227	0.86033100	2.4636000	3.55830	5.46274	2.55596	-1.4081600	-1.60000	-1.04000	-2.16000	-2.8081900	-1.60000	-0.360000	-2.56000	0.00901140	sync	1	no	none	1,2
SPT-SJ225616-5708.9	344.06747	-57.148655	0.27746800	0.56787600	0.696886	1.87623	0.268033	1.8192900	1.6835200	1.98345	2.73394	1.12574	5.2626700	14.295100	7.66575	11.9543	2.09066	2.2803800	2.04000	4.04000	-0.200000	5.8895600	3.96000	4.72000	1.84000	0.877391	dust	none	no	none	1,2,3
SPT-SJ225618-4344.7	344.07791	-43.746189	2.9912200	6.5715600	5.66237	7.99203	3.26800	6.2520800	8.0072000	7.40961	8.76858	6.05064	1.8461400	8.6283700	6.63306	10.1923	3.78570	0.41461500	0.600000	1.84000	-0.280000	0.20571800	-0.120000	1.36000	-1.80000	0.186828	sync	1	no	none	1,2
SPT-SJ225630-4259.9	344.12619	-42.999420	9.9803100	22.274500	21.9682	24.3070	19.7965	11.869900	15.377700	15.1188	16.4553	13.7823	3.3161100	16.040200	14.4506	19.4623	9.60588	-0.77749700	-0.840000	-0.520000	-1.12000	0.11614100	-0.120000	0.760000	-1.28000	0.0527819	sync	1,5,8	no	none	1,2
SPT-SJ225632-6019.3	344.13730	-60.322056	4.9714000	9.8625800	8.76537	10.8365	6.62026	4.6963900	4.9768800	4.62308	5.73263	3.58751	0.96167900	4.5329400	4.17927	7.72980	2.18210	-1.4351700	-1.44000	-0.640000	-2.16000	-0.25725600	-0.320000	1.56000	-2.08000	0.210770	sync	1	no	none	1,2
SPT-SJ225641-4617.5	344.17297	-46.291698	14.034000	30.262500	30.0734	32.3430	27.8037	16.471000	20.726400	20.5407	21.9025	19.1789	3.3146000	15.446100	14.4125	18.9519	10.1001	-0.79424200	-0.840000	-0.640000	-1.08000	-0.80963300	-1.04000	-0.200000	-2.00000	0.000414170	sync	1,5	no	none	1,2
SPT-SJ225647-5158.7	344.19833	-51.978554	9.4200700	21.191000	20.8996	23.2836	18.6746	12.034500	11.830500	11.6815	12.6351	10.5690	4.9779100	14.453700	13.7477	16.7674	10.7279	-1.2231300	-1.32000	-1.00000	-1.64000	0.55142200	0.480000	1.08000	-0.240000	0.114504	sync	1,3,4,5	no	0.430000	1,2
SPT-SJ225656-4942.0	344.23645	-49.700737	3.4054100	7.1181700	6.32627	8.40834	4.08405	6.2945600	7.0984600	6.32627	7.55416	5.09839	0.0000000	-0.91854600	3.49680	5.57887	2.42908	-0.0058188000	0.00000	1.04000	-0.840000	-43.435700	-1.68000	-0.280000	-2.64000	0.0194441	sync	none	no	none	1,2
SPT-SJ225659-6456.0	344.24783	-64.933899	5.8621700	12.328800	11.9743	14.1011	9.84763	6.6260100	8.2601200	7.53598	8.83050	6.24146	0.13193400	0.57775600	4.11474	6.42639	2.91268	-0.84039300	-1.04000	-0.480000	-1.60000	-7.3241200	-1.72000	-0.400000	-2.64000	0.0117415	sync	1,2,4,5,6,8	no	0.120023	1,2
SPT-SJ225713-4103.9	344.30490	-41.066624	2.0692700	4.6570000	1.91188	4.46105	0.273125	1.4332900	1.8724000	1.54771	3.00438	0.637292	4.9293800	24.277800	1.54771	11.1981	0.637292	-1.9119200	-0.480000	2.40000	-2.20000	7.0551000	1.16000	4.28000	-1.72000	0.494464	sync	2,4,6	no	none	1,2
SPT-SJ225737-6116.0	344.40634	-61.267586	3.8025400	8.5226500	7.77132	10.0739	5.46871	5.4286000	7.0523100	6.62002	7.96321	5.27682	5.4030400	25.584600	24.0815	28.8786	19.0925	-0.39737000	-0.360000	0.520000	-1.12000	3.5481000	3.68000	4.40000	2.88000	0.994983	dust	1	no	none	1,2
SPT-SJ225747-5846.5	344.44608	-58.775169	5.3181200	10.703200	10.3152	12.3221	8.22808	7.5528600	6.8518900	6.38178	7.34507	5.41849	1.1821100	3.1620800	3.73274	5.73959	2.60891	-0.93591900	-1.04000	-0.480000	-1.60000	-2.1291700	-1.52000	-0.280000	-2.52000	0.00869700	sync	1	no	0.151625	1,2
SPT-SJ225751-4534.3	344.46494	-45.572018	10.292600	22.238300	22.0993	24.2675	19.7643	12.744600	16.072300	15.7614	17.0957	14.5939	2.4696100	11.490500	10.5910	15.0942	7.25525	-0.68137200	-0.720000	-0.440000	-1.04000	-0.92397900	-1.12000	-0.120000	-2.24000	0.00292330	sync	none	no	none	1,2
SPT-SJ225803-6211.3	344.51331	-62.188892	4.5185700	9.9832200	5.20375	8.79771	0.0374371	1.5074800	1.9465300	2.05904	3.18215	0.112311	1.3617400	6.3425100	2.13391	6.70124	0.187185	-3.4305300	-1.84000	2.40000	-2.72000	3.2523700	1.20000	3.52000	-1.48000	0.497668	sync	5	no	none	1,2
SPT-SJ225804-6448.0	344.51929	-64.801643	3.7813000	7.9452800	7.24014	9.32577	5.03532	5.7262500	7.1480200	6.40588	7.71685	5.03532	1.1624200	5.1621000	4.85655	8.01480	2.89010	-0.22188800	-0.280000	0.640000	-1.08000	-0.89620300	-0.720000	0.880000	-2.24000	0.110674	sync	1	no	none	1,2
SPT-SJ225819-5525.5	344.58197	-55.425579	8.8587000	18.999700	18.7385	20.8759	16.6010	15.596500	14.488400	14.3210	15.3185	13.3235	4.4604800	12.433300	11.7561	14.6060	8.90611	-0.56880600	-0.600000	-0.280000	-0.880000	-0.42120100	-0.560000	0.0800000	-1.36000	0.000882580	sync	1,5,8	no	0.479000	1,2
SPT-SJ225846-6253.3	344.69373	-62.889416	3.2734000	7.1044900	6.10098	8.28561	3.70322	4.8266500	6.2253800	5.03531	6.52725	3.38351	0.49812800	2.2647200	3.54336	6.26083	2.10471	-0.27717900	-0.480000	0.720000	-1.52000	-2.7841700	-0.920000	0.880000	-2.36000	0.120140	sync	1	no	none	1,2
SPT-SJ225847-4959.9	344.69928	-49.998844	1.0452500	2.1738200	1.21660	2.90926	0.370269	2.4539100	2.4559600	2.16872	3.12084	1.21660	4.6624500	14.105500	5.23667	11.2668	1.21660	0.25607100	1.28000	3.68000	-0.840000	4.8130500	2.76000	4.36000	-0.640000	0.682340	dust	none	no	none	1,2,3
SPT-SJ225853-5220.7	344.72250	-52.345985	19.197100	43.291400	43.0208	45.6183	40.7480	35.953800	34.977000	34.9037	36.5271	33.2803	10.703200	30.475200	30.0334	33.2803	27.1112	-0.44750600	-0.480000	-0.320000	-0.640000	-0.37935000	-0.400000	-0.120000	-0.720000	6.62610e-10	sync	1,5	no	none	1,2
SPT-SJ225858-5919.9	344.74490	-59.332783	6.2205400	12.445600	12.0878	14.1413	10.0343	7.4837100	6.7593100	6.30058	7.23400	5.36717	1.1203600	2.9733500	3.68701	5.55385	2.56691	-1.2809500	-1.44000	-0.920000	-1.96000	-2.2611700	-1.56000	-0.320000	-2.56000	0.00812106	sync	1,3,5	no	none	1,2
SPT-SJ225905-5557.6	344.77094	-55.961330	0.0000000	-0.26149200	0.968693	2.01190	0.521604	5.1704600	4.8087500	3.84993	4.99249	2.50867	2.3776700	6.6235400	5.04217	7.67503	2.55834	32.285400	3.04000	4.36000	1.24000	0.88161100	0.960000	2.52000	-0.960000	0.434519	sync	none	no	none	1,2
SPT-SJ225911-4547.1	344.79745	-45.786121	5.2112200	11.296200	10.8020	13.0048	8.59923	6.8807900	8.6907800	8.09090	9.36172	6.73536	0.71138200	3.3535800	4.95621	8.09090	3.34650	-0.55020800	-0.640000	-0.0400000	-1.24000	-2.6218700	-1.36000	0.0400000	-2.52000	0.0282275	sync	1,4,5	no	none	1,2
SPT-SJ225920-5212.4	344.83661	-52.208122	2.0831600	4.7321800	3.35073	5.77465	1.30702	5.2720300	5.1493300	4.44387	5.53701	3.20814	2.1859000	6.3370700	4.87162	7.39061	2.63781	0.17727000	0.560000	2.68000	-0.800000	0.57146500	0.440000	1.96000	-1.40000	0.311944	sync	none	no	none	1,2
SPT-SJ225926-4818.4	344.85864	-48.307373	40.340300	85.306600	85.4132	87.9724	82.8540	57.789000	71.363000	71.3376	73.2570	69.4182	14.329900	64.719300	64.2999	70.0580	57.9019	-0.37449900	-0.400000	-0.320000	-0.480000	-0.26906100	-0.280000	-0.0400000	-0.600000	2.93181e-12	sync	1,3,5,8	no	0.170751	1,2
SPT-SJ225927-4453.9	344.86356	-44.898712	9.4380000	20.554000	20.2714	22.5837	18.1132	11.199000	14.190600	13.9510	15.1843	12.5636	1.9490700	9.1595600	8.86391	12.8719	5.93497	-0.77739300	-0.840000	-0.520000	-1.16000	-1.2053800	-1.28000	-0.160000	-2.36000	0.00447378	sync	1,5	no	none	1,2
SPT-SJ225930-6247.0	344.87704	-62.783825	6.3227900	13.776800	13.3807	15.6539	11.2109	6.7811900	8.7593100	8.11109	9.45433	6.76785	0.39814300	1.8067800	4.59801	7.18116	3.15144	-0.95028100	-1.12000	-0.600000	-1.68000	-4.3464000	-1.60000	-0.280000	-2.60000	0.0145319	sync	1,5	no	none	1,2
SPT-SJ225943-5406.1	344.93005	-54.103168	0.0000000	-1.0254700	0.350939	0.952548	0.0501341	0.89981500	0.85253100	0.752012	1.55416	0.250671	4.7474400	13.369100	1.35362	5.06355	0.451207	28.655200	1.84000	4.00000	-0.800000	7.5786600	2.84000	4.44000	0.00000	0.720323	dust	none	no	none	1,2,3
SPT-SJ225957-4157.4	344.98959	-41.958149	3.0072600	6.7333600	5.83777	8.15632	3.35361	5.7749900	7.5271300	6.91424	8.23912	5.50655	2.2673900	11.040700	8.48754	12.8762	4.51289	0.23384000	0.400000	1.64000	-0.520000	1.0547500	0.720000	2.12000	-1.16000	0.376186	sync	1	no	none	1,2
SPT-SJ230000-5103.4	345.00238	-51.056763	11.553800	26.301700	26.1373	28.5045	23.7702	24.476000	24.223200	24.1647	25.3483	22.7838	7.7600300	22.504600	21.9948	25.1510	19.0359	-0.17274500	-0.160000	0.0400000	-0.400000	-0.20262200	-0.240000	0.160000	-0.680000	1.70409e-05	sync	1,5	no	none	1,2
SPT-SJ230006-5019.2	345.02597	-50.320908	0.0000000	-0.36006900	0.422242	1.26673	0.0603203	0.44831600	0.44411800	1.02544	2.11121	0.301601	5.4646300	16.085400	2.47313	9.34964	0.663523	27.286800	1.92000	4.04000	-0.640000	9.8834700	3.76000	4.72000	1.04000	0.827812	dust	none	no	none	1,2,3
SPT-SJ230006-4259.9	345.02747	-42.999149	14.538400	31.836800	31.6378	34.0256	29.4888	18.417500	24.126600	23.9970	25.4296	22.5643	4.9927900	23.882900	22.8031	27.8174	17.5500	-0.58189000	-0.640000	-0.400000	-0.840000	-0.027954600	-0.160000	0.440000	-0.880000	0.00504797	sync	1,5	no	none	1,2
SPT-SJ230013-5157.5	345.05682	-51.958805	0.0000000	-1.7922800	0.687663	1.53402	0.370280	2.7699400	2.7238400	2.48616	3.33252	1.53402	4.8905800	14.105900	7.88167	12.5366	1.95719	31.092700	2.92000	4.36000	0.960000	4.5280700	3.36000	4.48000	0.480000	0.790094	dust	none	no	none	1,2,3
SPT-SJ230018-4940.6	345.07596	-49.677189	0.0000000	-0.94997300	1.21313	2.11174	0.763821	5.8908200	6.7854800	5.97577	7.23383	4.71772	2.6262500	11.981500	9.57022	13.9734	5.16702	33.007900	3.64000	4.56000	2.28000	1.5655200	1.44000	2.72000	-0.400000	0.553402	sync	none	no	none	1,2
SPT-SJ230023-5014.1	345.09854	-50.235928	0.76957200	1.5906100	1.21660	2.80347	0.581852	3.6791500	3.6448500	3.33242	4.28455	2.38030	4.7948700	14.105500	9.36252	13.7000	3.33242	1.7399600	2.16000	4.04000	0.280000	3.7260200	2.88000	4.16000	0.200000	0.762870	dust	none	no	none	1,2,3
SPT-SJ230043-6032.3	345.18216	-60.539528	2.0334000	3.9855800	2.97163	5.03196	1.30752	5.1685300	6.8299800	5.98288	7.40927	4.47726	2.2382600	10.565800	7.96397	12.2431	4.00180	1.1302600	1.52000	3.32000	0.200000	1.2012900	0.960000	2.48000	-1.00000	0.439639	sync	1,3,5	no	none	1,2
SPT-SJ230045-4345.9	345.19110	-43.765285	3.3663700	7.3768700	6.44554	8.65860	4.12183	5.1471300	6.6668500	5.78162	7.16479	4.23248	1.1302500	5.3808100	4.61976	7.82870	2.62801	-0.21235800	-0.280000	0.800000	-1.24000	-0.59007400	-0.440000	1.32000	-2.12000	0.174042	sync	none	no	none	1,2
SPT-SJ230057-5253.9	345.24139	-52.899662	12.172300	27.425900	27.2545	29.5171	24.9919	23.180100	22.468200	22.3178	23.5520	21.0837	5.9785100	17.068400	16.5584	19.4381	13.6787	-0.41838800	-0.440000	-0.200000	-0.680000	-0.75682500	-0.840000	-0.360000	-1.44000	1.79467e-07	sync	1,5	no	none	1,2
SPT-SJ230111-6254.6	345.29739	-62.910275	2.6260300	5.6364800	4.52104	6.81987	2.22221	5.3812900	6.8113600	5.79817	7.17747	4.26561	0.0000000	-0.19632400	3.39717	5.64491	2.22221	0.39728800	0.520000	2.08000	-0.640000	-43.322000	-1.44000	0.120000	-2.56000	0.0479673	sync	1,5	no	none	1,2
SPT-SJ230112-4520.9	345.30301	-45.348412	1.4536500	3.1683400	1.52317	3.73066	0.375273	4.6005800	5.8866400	3.55406	5.62910	0.507723	0.71004400	3.2876300	2.67106	5.45250	0.684322	1.2998900	1.36000	3.60000	-0.760000	-1.6038900	-0.200000	2.20000	-2.12000	0.272742	sync	none	no	none	1,2
SPT-SJ230122-5840.0	345.34180	-58.667297	2.3665100	4.7512700	3.56321	5.62714	1.53822	5.6798700	5.1922900	4.34205	5.35455	3.21273	0.0000000	-0.47596700	2.31706	3.64109	1.61610	0.18625700	0.360000	2.24000	-0.880000	-42.574700	-1.76000	-0.400000	-2.64000	0.0210508	sync	1,8	no	none	1,2
SPT-SJ230131-4203.1	345.38223	-42.051991	1.1840200	2.6015900	0.834762	2.68979	0.0927514	1.5628800	2.0636000	1.39127	3.24630	0.463757	5.0941500	24.733700	1.57677	13.2634	0.649260	-0.48612800	0.920000	3.52000	-1.44000	6.8386100	1.88000	4.44000	-1.40000	0.563296	dust	none	no	none	1,2,3
SPT-SJ230134-6404.1	345.39542	-64.068993	9.2536700	19.512300	19.2440	21.4391	17.1952	11.857900	14.715400	14.4147	15.7318	13.2440	3.4491100	15.598000	14.1220	18.9513	9.58542	-0.59204800	-0.640000	-0.320000	-0.960000	0.16036800	-0.0800000	0.800000	-1.20000	0.0561437	sync	1,5	no	none	1,2
SPT-SJ230137-5913.2	345.40421	-59.221107	59.961100	120.44200	120.593	123.302	117.883	97.395200	88.233400	88.0732	90.7832	85.3633	27.805200	74.616100	74.5235	78.1367	70.9102	-0.65296900	-0.680000	-0.600000	-0.800000	-0.46154900	-0.480000	-0.280000	-0.640000	2.60166e-23	sync	1,3,4,5,8	no	0.150077	1,2
SPT-SJ230139-5602.4	345.41541	-56.041645	6.9571800	14.712700	14.4001	16.4966	12.1931	12.069100	11.175800	10.9794	11.9725	9.98625	3.6427200	9.9682300	9.21383	11.9725	6.45520	-0.57695800	-0.600000	-0.200000	-0.960000	-0.31485300	-0.480000	0.320000	-1.52000	0.00821020	sync	1	no	none	1,2
SPT-SJ230146-5334.4	345.44250	-53.573795	2.5243400	5.4945900	4.01792	6.24323	1.66898	5.0558600	4.8087300	3.81187	4.96574	2.45196	0.68419900	1.9407200	2.57559	4.47122	1.54535	-0.27977300	-0.240000	1.60000	-1.52000	-2.4983500	-1.04000	0.720000	-2.40000	0.102036	sync	1	no	none	1,2
SPT-SJ230159-5343.4	345.49915	-53.723648	0.44840800	0.98389000	1.58159	2.97927	0.919528	7.3073900	6.8911700	6.43670	7.46657	5.48039	3.4981300	9.8083000	8.79069	11.5861	5.92176	4.0844300	3.16000	4.40000	1.72000	0.97191100	0.880000	1.84000	-0.280000	0.374127	sync	1,3	no	none	1,2
SPT-SJ230203-5509.5	345.51468	-55.159988	0.93858400	2.0011100	1.24426	2.97541	0.450819	5.1486600	4.8087400	3.40819	4.67049	1.24426	0.015555000	0.043720500	2.03770	3.48033	1.02787	1.8397000	1.88000	3.92000	-0.160000	-12.941900	-1.28000	0.640000	-2.52000	0.108216	sync	1	no	none	1,2
SPT-SJ230209-4209.8	345.54028	-42.163876	5.4095200	11.858200	10.8947	13.2071	8.58237	5.3533600	7.0510300	6.71471	8.04875	5.38066	1.6075900	7.8107200	6.35896	10.7168	3.42406	-1.0908200	-1.08000	-0.400000	-1.72000	0.28173600	-0.120000	1.48000	-1.88000	0.204997	sync	1,5	no	0.133032	1,2
SPT-SJ230223-6421.0	345.59979	-64.351509	8.3359300	17.483900	17.2435	19.3416	15.1454	9.7219400	12.033600	11.7361	13.0474	10.4248	2.8868300	12.767600	11.2116	15.8011	7.14654	-0.78391100	-0.840000	-0.480000	-1.20000	0.16303600	-0.120000	0.880000	-1.44000	0.0851336	sync	1,5	no	none	1,2
SPT-SJ230231-5517.0	345.63260	-55.283848	2.8381600	6.0616700	4.93268	7.06942	2.61410	5.5673400	5.1702500	4.52352	5.56916	3.43242	1.7091600	4.7221900	3.93251	6.29656	2.25040	-0.33377500	-0.240000	1.20000	-1.28000	-0.24959000	-0.360000	1.20000	-1.96000	0.155081	sync	1	no	none	1,2
SPT-SJ230239-4533.9	345.66513	-45.566544	53.402900	115.71100	115.856	118.459	113.252	76.592100	97.771000	97.6312	99.3668	95.8955	18.096700	84.952400	84.6137	91.5563	77.6710	-0.35351400	-0.360000	-0.320000	-0.440000	-0.38695400	-0.400000	-0.160000	-0.680000	1.15095e-17	sync	1,3,5	no	none	1,2
SPT-SJ230243-4738.6	345.68063	-47.643822	4.3351800	9.2467400	8.63414	10.7840	6.48428	6.3404700	7.9806800	7.17778	8.49544	5.86012	0.0000000	-0.25878200	3.98766	6.27622	2.80870	-0.30898000	-0.440000	0.320000	-1.12000	-43.758200	-1.72000	-0.360000	-2.64000	0.0149769	sync	none	no	none	1,2
SPT-SJ230246-4050.1	345.69565	-40.835434	3.3931300	7.5451800	6.65105	9.16088	4.39220	8.5352200	11.315800	10.9178	12.4237	9.66285	6.8399100	33.464400	32.5023	38.0239	27.2317	0.85044400	1.08000	2.08000	0.360000	2.9854500	3.08000	3.64000	2.44000	0.996368	dust	1,2,4,6	no	0.00354900	1
SPT-SJ230248-4645.4	345.70309	-46.757092	1.0213600	2.1923900	1.76038	3.48755	0.830370	5.0919300	6.4357400	5.41401	6.80903	3.75327	1.9243300	8.8572800	6.21117	10.1305	3.02255	2.2596800	2.44000	4.08000	0.800000	0.87935400	0.680000	2.36000	-1.40000	0.382915	sync	2,4	no	0.0194030	1
SPT-SJ230258-5822.4	345.74338	-58.374386	10.065600	20.516600	20.2345	22.3887	18.2341	16.636800	15.188100	15.0028	16.0799	13.9256	4.0371900	10.990700	10.3865	13.1563	7.77066	-0.63103000	-0.680000	-0.400000	-0.920000	-0.89060200	-1.04000	-0.360000	-1.88000	3.47026e-05	sync	1	no	none	1,2
SPT-SJ230259-5031.8	345.74960	-50.530231	4.7870200	9.8974800	9.39023	11.4687	7.31176	8.3776700	8.2912000	7.83138	8.87062	6.79215	1.0994700	3.1977800	4.26829	6.27253	3.08059	-0.37159000	-0.400000	0.240000	-0.960000	-2.6232500	-1.72000	-0.600000	-2.60000	0.00238755	sync	1	no	none	1,2
